@RELATION minijanuary_15_09_20_18_56
@ATTRIBUTE avg_cn0_l1 NUMERIC
@ATTRIBUTE phi01l1 NUMERIC
@ATTRIBUTE phi03l1 NUMERIC
@ATTRIBUTE phi10l1 NUMERIC
@ATTRIBUTE phi30l1 NUMERIC
@ATTRIBUTE phi60l1 NUMERIC
@ATTRIBUTE avgccd_l1 NUMERIC
@ATTRIBUTE sigmaccd_l1 NUMERIC
@ATTRIBUTE tec_45 NUMERIC
@ATTRIBUTE dtec_6045 NUMERIC
@ATTRIBUTE tec_30 NUMERIC
@ATTRIBUTE dtec_4530 NUMERIC
@ATTRIBUTE tec_15 NUMERIC
@ATTRIBUTE dtec_3015 NUMERIC
@ATTRIBUTE tec NUMERIC
@ATTRIBUTE dtec_15tow NUMERIC
@ATTRIBUTE f2nd_tec_cn0 NUMERIC
@ATTRIBUTE si_l1 NUMERIC
@ATTRIBUTE numerator_si_l1 NUMERIC
@ATTRIBUTE p_l1 NUMERIC
@ATTRIBUTE avg_cn0_l2 NUMERIC
@ATTRIBUTE avgccd_l2c_e5a NUMERIC
@ATTRIBUTE sigmaccd_l2c_e5a NUMERIC
@ATTRIBUTE si_l2c_e5a NUMERIC
@ATTRIBUTE numerator_si_l2c_e5a NUMERIC
@ATTRIBUTE avg_cn0_l5_e5b NUMERIC
@ATTRIBUTE phi01_l5_e5b NUMERIC
@ATTRIBUTE phi03_l5_e5b NUMERIC
@ATTRIBUTE phi10_l5_e5b NUMERIC
@ATTRIBUTE phi30_l5_e5b NUMERIC
@ATTRIBUTE phi60_l5_e5b NUMERIC
@ATTRIBUTE avgccd_l5_e5b NUMERIC
@ATTRIBUTE sigmaccd_l5_e5b NUMERIC
@ATTRIBUTE si_l5_e5b NUMERIC
@ATTRIBUTE numerator_si_l5_e5b NUMERIC
@ATTRIBUTE p_l5_e5b NUMERIC
@ATTRIBUTE t_l1 NUMERIC
@ATTRIBUTE t_e5b NUMERIC
@ATTRIBUTE vphi60_l1 NUMERIC
@ATTRIBUTE vphi60_l5_e5b NUMERIC
@ATTRIBUTE vtec NUMERIC
@ATTRIBUTE s4 NUMERIC
@ATTRIBUTE class        {0.0}
@DATA
51.1,0.018,0.022,0.026,0.026,0.027,-20.983,0.082,78.434,0.039,77.997,0.018,75.912,0.027,75.464,0.025,42.3,0.009,1.062,2.1,45.9,-35.445,0.105,0.018,1.688,52.4,0.014,0.016,0.019,0.019,0.019,-38.327,0.072,0.007,0.812,1.87,5.7E-5,2.8E-5,0.026614074,0.018728422,73.32211,0.045,0.0
51.2,0.018,0.022,0.025,0.025,0.025,-20.997,0.063,77.873,0.017,80.205,0.019,79.044,0.015,79.063,0.016,42.4,0.01,1.163,2.05,46.3,-35.469,0.096,0.015,1.457,52.4,0.015,0.018,0.02,0.02,0.02,-38.253,0.051,0.007,0.743,1.89,5.2E-5,2.9E-5,0.024642661,0.019714128,76.81897,0.046,0.0
51.1,0.017,0.022,0.025,0.025,0.025,-20.905,0.091,78.177,0.017,78.044,0.014,78.254,0.01,79.9,0.019,42.0,0.011,1.308,1.99,46.2,-35.465,0.155,0.018,1.773,52.5,0.015,0.018,0.019,0.02,0.02,-38.137,0.02,0.007,0.747,1.95,4.6E-5,3.3E-5,0.024642661,0.019714128,77.63221,0.053,0.0
51.0,0.018,0.022,0.025,0.025,0.025,-20.942,0.082,79.463,0.013,79.272,0.011,78.444,0.02,79.263,0.02,42.1,0.011,1.21,2.01,46.3,-35.485,0.119,0.018,1.74,52.6,0.014,0.017,0.018,0.018,0.018,-38.178,0.025,0.007,0.721,1.91,4.6E-5,3.0E-5,0.024642661,0.017742714,77.01329,0.064,0.0
50.9,0.019,0.025,0.026,0.027,0.027,-20.871,0.054,79.482,0.022,79.444,0.031,79.986,0.036,79.139,0.027,41.9,0.009,1.059,2.06,46.4,-35.459,0.099,0.017,1.66,52.5,0.014,0.018,0.019,0.02,0.02,-38.068,0.059,0.006,0.718,1.84,5.2E-5,2.8E-5,0.026614074,0.019714128,76.89281,0.041,0.0
51.0,0.017,0.02,0.023,0.023,0.023,-20.899,0.079,79.729,0.038,81.157,0.027,81.214,0.034,80.072,0.028,42.2,0.011,1.219,2.0,46.4,-35.422,0.115,0.015,1.471,52.5,0.015,0.017,0.019,0.019,0.019,-37.952,0.032,0.006,0.703,1.89,4.5E-5,3.0E-5,0.022671247,0.018728422,77.799324,0.053,0.0
51.0,0.017,0.021,0.023,0.023,0.023,-20.885,0.057,81.052,0.03,81.176,0.025,80.957,0.032,81.243,0.025,42.2,0.009,1.065,2.01,46.4,-35.368,0.123,0.015,1.46,52.6,0.014,0.017,0.018,0.019,0.019,-37.895,0.026,0.006,0.701,1.83,4.5E-5,2.5E-5,0.022671247,0.018728422,78.93709,0.04,0.0
50.9,0.018,0.021,0.023,0.023,0.023,-20.802,0.086,78.996,0.029,80.091,0.032,80.11,0.039,77.121,0.034,42.1,0.011,1.248,2.02,46.1,-35.206,0.128,0.018,1.74,52.5,0.015,0.016,0.018,0.018,0.018,-37.917,0.045,0.006,0.615,1.88,4.9E-5,2.8E-5,0.015175144,0.011876199,33.57242,0.055,0.0
50.7,0.017,0.02,0.022,0.022,0.022,-20.712,0.07,77.425,0.038,77.083,0.044,77.368,0.035,80.081,0.038,41.8,0.011,1.295,1.98,45.9,-35.089,0.125,0.02,1.962,52.1,0.015,0.016,0.017,0.017,0.017,-37.86,0.025,0.006,0.66,1.84,4.2E-5,2.6E-5,0.014515355,0.011216411,34.86097,0.057,0.0
50.9,0.017,0.022,0.024,0.024,0.024,-20.721,0.088,80.253,0.024,79.834,0.031,78.977,0.024,78.196,0.022,41.9,0.009,0.984,2.01,46.1,-35.029,0.145,0.017,1.632,52.3,0.015,0.018,0.019,0.019,0.019,-37.776,0.048,0.006,0.648,1.94,4.6E-5,3.2E-5,0.015834933,0.012535988,34.040386,0.042,0.0
51.0,0.019,0.021,0.023,0.023,0.023,-20.699,0.089,77.606,0.036,77.892,0.021,78.511,0.028,80.652,0.027,42.0,0.01,1.092,1.97,46.2,-34.937,0.132,0.019,1.847,52.4,0.014,0.015,0.017,0.017,0.017,-37.742,0.044,0.007,0.734,1.84,4.4E-5,2.7E-5,0.015175144,0.011216411,35.10954,0.045,0.0
51.0,0.017,0.019,0.021,0.021,0.021,-20.629,0.068,80.7,0.031,82.109,0.025,80.919,0.023,83.585,0.024,42.2,0.012,1.33,1.98,46.3,-34.975,0.103,0.017,1.628,52.3,0.014,0.015,0.016,0.017,0.017,-37.712,0.066,0.006,0.668,1.85,4.2E-5,2.7E-5,0.017274644,0.013984237,56.55982,0.058,0.0
50.9,0.017,0.019,0.021,0.021,0.021,-20.589,0.063,81.766,0.028,82.309,0.029,81.576,0.04,82.366,0.034,42.2,0.012,1.322,2.0,46.3,-34.97,0.118,0.018,1.721,52.2,0.014,0.015,0.016,0.017,0.017,-37.553,0.037,0.007,0.72,1.82,4.7E-5,2.5E-5,0.017274644,0.013984237,55.73495,0.06,0.0
51.3,0.018,0.021,0.025,0.025,0.025,-20.568,0.087,81.709,0.049,80.967,0.03,79.291,0.044,79.672,0.045,42.2,0.011,1.318,2.01,46.2,-34.848,0.179,0.016,1.518,52.4,0.015,0.017,0.019,0.019,0.019,-37.46,0.055,0.006,0.645,1.87,4.9E-5,2.8E-5,0.020565053,0.01562944,53.91199,0.059,0.0
51.1,0.018,0.022,0.024,0.024,0.025,-20.544,0.075,79.739,0.042,81.614,0.056,83.604,0.05,81.776,0.044,42.3,0.01,1.129,2.05,46.2,-34.702,0.108,0.017,1.673,52.3,0.014,0.016,0.018,0.018,0.018,-37.402,0.035,0.006,0.655,1.87,5.5E-5,2.7E-5,0.024931276,0.017950518,81.32702,0.045,0.0
51.0,0.019,0.023,0.025,0.026,0.026,-20.44,0.086,80.91,0.047,79.72,0.049,81.309,0.039,78.872,0.049,42.1,0.01,1.136,2.03,46.0,-34.586,0.136,0.017,1.625,52.3,0.014,0.017,0.018,0.018,0.018,-37.242,0.042,0.007,0.727,1.92,5.4E-5,3.0E-5,0.025928527,0.017950518,78.438965,0.047,0.0
51.2,0.017,0.021,0.023,0.024,0.024,-20.331,0.091,80.491,0.05,78.035,0.047,78.92,0.05,80.367,0.06,42.2,0.009,1.073,2.06,45.8,-34.411,0.16,0.016,1.497,52.2,0.014,0.016,0.018,0.018,0.018,-37.142,0.059,0.007,0.726,1.83,5.1E-5,2.6E-5,0.017436134,0.0130771,42.418537,0.042,0.0
51.3,0.018,0.022,0.024,0.024,0.024,-20.288,0.109,81.519,0.057,83.156,0.052,80.614,0.057,79.977,0.053,42.2,0.013,1.436,2.06,46.2,-34.323,0.121,0.018,1.767,52.3,0.014,0.017,0.018,0.018,0.018,-37.029,0.033,0.007,0.764,1.86,4.9E-5,2.8E-5,0.017436134,0.0130771,42.21269,0.066,0.0
51.3,0.017,0.02,0.022,0.022,0.022,-20.186,0.069,79.643,0.056,79.206,0.046,80.291,0.053,81.738,0.046,42.2,0.011,1.285,2.05,45.9,-34.168,0.146,0.019,1.842,52.3,0.015,0.016,0.018,0.018,0.018,-36.978,0.073,0.006,0.658,1.82,4.9E-5,2.6E-5,0.015983123,0.0130771,43.142166,0.059,0.0
50.9,0.017,0.021,0.025,0.025,0.025,-20.078,0.076,82.366,0.046,82.509,0.038,79.653,0.047,80.405,0.04,42.1,0.009,1.081,1.97,46.0,-34.125,0.122,0.018,1.696,52.5,0.013,0.016,0.019,0.019,0.019,-36.785,0.051,0.007,0.742,1.83,4.4E-5,2.6E-5,0.019072436,0.014495051,46.79671,0.048,0.0
50.9,0.018,0.023,0.026,0.027,0.027,-20.016,0.099,82.166,0.042,82.937,0.045,82.918,0.05,83.927,0.04,42.3,0.011,1.257,2.0,46.6,-34.147,0.128,0.017,1.615,52.6,0.014,0.017,0.019,0.02,0.02,-36.629,0.063,0.007,0.745,1.91,5.2E-5,3.1E-5,0.02059823,0.015257948,48.846558,0.059,0.0
51.1,0.019,0.023,0.026,0.026,0.026,-20.026,0.077,85.508,0.058,83.718,0.044,82.832,0.044,82.176,0.058,42.3,0.011,1.278,2.05,46.3,-33.913,0.13,0.022,2.15,52.6,0.015,0.017,0.019,0.02,0.02,-36.531,0.062,0.006,0.685,1.88,6.2E-5,2.8E-5,0.025994394,0.019995688,82.140564,0.049,0.0
51.0,0.018,0.023,0.024,0.024,0.024,-19.976,0.101,81.5,0.045,80.262,0.054,78.139,0.044,78.082,0.042,42.0,0.014,1.618,1.99,45.9,-33.771,0.117,0.018,1.697,52.3,0.015,0.017,0.018,0.019,0.019,-36.519,0.039,0.01,1.056,1.87,5.3E-5,2.9E-5,0.023994826,0.018995902,78.04833,0.072,0.0
51.0,0.019,0.022,0.025,0.025,0.025,-19.885,0.088,77.264,0.042,79.558,0.047,79.377,0.053,80.043,0.046,42.0,0.012,1.344,2.0,45.9,-33.744,0.145,0.019,1.832,52.1,0.014,0.016,0.019,0.019,0.019,-36.399,0.086,0.007,0.816,1.87,5.2E-5,2.8E-5,0.019747922,0.015008421,49.94433,0.055,0.0
50.9,0.018,0.021,0.022,0.022,0.022,-19.831,0.102,82.128,0.046,83.299,0.05,84.203,0.036,84.279,0.043,42.2,0.013,1.443,1.9,46.4,-33.63,0.128,0.02,1.888,52.3,0.014,0.016,0.017,0.017,0.017,-36.213,0.05,0.007,0.72,1.89,4.3E-5,2.9E-5,0.017378172,0.013428588,52.58746,0.067,0.0
50.9,0.019,0.023,0.024,0.024,0.024,-19.779,0.078,83.803,0.041,84.137,0.04,80.91,0.05,83.642,0.035,42.0,0.012,1.381,1.84,46.1,-33.573,0.1,0.015,1.432,52.5,0.014,0.017,0.018,0.018,0.018,-36.201,0.045,0.007,0.744,1.84,5.1E-5,2.5E-5,0.016736157,0.012552117,40.67367,0.055,0.0
51.2,0.022,0.025,0.027,0.027,0.027,-19.746,0.079,83.832,0.037,82.823,0.037,82.68,0.027,82.49,0.025,42.2,0.014,1.587,1.96,46.2,-33.502,0.12,0.017,1.616,52.3,0.015,0.017,0.018,0.018,0.018,-36.021,0.079,0.007,0.753,1.86,7.6E-5,2.8E-5,0.018828176,0.012552117,40.113472,0.059,0.0
51.0,0.019,0.021,0.024,0.024,0.024,-19.628,0.081,84.146,0.027,85.85,0.029,86.717,0.026,87.059,0.02,42.3,0.012,1.356,1.94,46.5,-33.41,0.113,0.015,1.495,52.5,0.013,0.015,0.017,0.017,0.017,-35.79,0.097,0.007,0.799,1.8,5.7E-5,2.2E-5,0.023839403,0.016886244,85.89777,0.056,0.0
51.3,0.018,0.021,0.023,0.024,0.024,-19.651,0.07,85.765,0.032,83.975,0.029,84.222,0.018,81.852,0.023,42.3,0.01,1.116,1.95,46.0,-33.329,0.115,0.02,1.901,52.4,0.013,0.016,0.017,0.018,0.018,-35.674,0.044,0.006,0.613,1.86,5.1E-5,2.6E-5,0.023839403,0.017879551,80.76022,0.041,0.0
51.1,0.017,0.019,0.022,0.022,0.022,-19.568,0.093,82.671,0.026,80.491,0.008,82.214,0.016,81.176,0.009,42.1,0.011,1.306,1.94,46.0,-33.347,0.137,0.02,1.894,52.2,0.014,0.016,0.017,0.017,0.017,-35.641,0.023,0.007,0.769,1.89,4.4E-5,2.7E-5,0.018618284,0.014386857,58.138203,0.061,0.0
51.1,0.018,0.021,0.026,0.026,0.026,-19.555,0.092,82.004,0.012,81.366,0.013,80.986,0.013,83.813,0.009,42.1,0.011,1.268,1.97,46.0,-33.317,0.155,0.02,1.886,52.0,0.014,0.017,0.019,0.019,0.02,-35.661,0.033,0.007,0.733,1.9,5.0E-5,2.9E-5,0.022003427,0.016925713,60.02682,0.055,0.0
51.2,0.019,0.022,0.023,0.024,0.024,-19.537,0.092,81.69,0.017,83.727,0.012,82.48,0.017,82.119,0.027,42.2,0.01,1.103,1.96,46.0,-33.096,0.132,0.018,1.722,51.9,0.015,0.017,0.018,0.018,0.018,-35.748,0.038,0.006,0.685,1.88,4.5E-5,3.0E-5,0.015160692,0.011370518,32.7687,0.041,0.0
51.2,0.018,0.022,0.024,0.024,0.024,-19.436,0.084,81.833,0.022,82.347,0.024,82.252,0.028,84.175,0.031,42.3,0.012,1.433,2.03,46.1,-33.125,0.141,0.016,1.546,51.9,0.014,0.017,0.018,0.018,0.018,-35.892,0.085,0.008,0.87,1.83,4.9E-5,2.7E-5,0.015160692,0.011370518,33.589123,0.075,0.0
51.0,0.018,0.023,0.025,0.025,0.025,-19.452,0.073,82.975,0.02,85.089,0.018,86.488,0.02,86.488,0.026,42.3,0.01,1.102,2.04,46.3,-33.185,0.14,0.017,1.685,51.7,0.015,0.017,0.019,0.019,0.019,-35.946,0.042,0.007,0.754,1.91,5.1E-5,3.2E-5,0.024445457,0.018578546,82.69365,0.047,0.0
50.9,0.018,0.024,0.03,0.03,0.03,-19.448,0.08,86.355,0.019,87.24,0.027,86.697,0.024,87.792,0.033,42.0,0.01,1.095,2.08,46.5,-33.082,0.13,0.017,1.625,52.1,0.014,0.018,0.022,0.022,0.022,-35.718,0.103,0.008,0.925,1.9,5.7E-5,3.0E-5,0.029334549,0.021512002,83.940445,0.047,0.0
50.6,0.018,0.023,0.026,0.026,0.026,-19.38,0.088,85.051,0.027,83.051,0.037,84.061,0.029,82.347,0.036,41.9,0.011,1.206,2.0,46.2,-33.04,0.112,0.017,1.603,52.5,0.013,0.016,0.018,0.018,0.018,-35.42,0.058,0.007,0.76,1.87,4.8E-5,2.6E-5,0.02325103,0.016096868,65.85451,0.047,0.0
50.7,0.017,0.021,0.023,0.023,0.023,-19.313,0.097,80.186,0.042,79.339,0.034,78.625,0.033,77.463,0.039,41.4,0.011,1.249,2.03,45.4,-32.929,0.154,0.02,1.873,52.2,0.014,0.016,0.017,0.017,0.017,-35.391,0.035,0.01,1.091,1.89,4.8E-5,2.8E-5,0.02056822,0.015202598,61.948677,0.059,0.0
51.1,0.018,0.021,0.025,0.025,0.025,-19.37,0.069,79.434,0.033,81.5,0.038,80.453,0.039,82.138,0.045,41.6,0.008,0.966,2.04,45.4,-32.853,0.13,0.018,1.734,51.7,0.014,0.017,0.02,0.02,0.02,-35.407,0.041,0.008,0.825,1.85,4.7E-5,2.9E-5,0.014500322,0.011600257,27.632448,0.037,0.0
51.1,0.018,0.021,0.023,0.023,0.023,-19.257,0.092,81.205,0.023,83.594,0.043,83.632,0.04,84.575,0.047,41.6,0.011,1.281,2.05,45.6,-32.675,0.136,0.019,1.771,51.7,0.014,0.016,0.018,0.018,0.018,-35.419,0.042,0.007,0.755,1.86,4.9E-5,2.9E-5,0.013340295,0.01044023,28.45229,0.056,0.0
50.9,0.019,0.022,0.024,0.025,0.025,-19.291,0.133,87.611,0.047,85.955,0.044,86.469,0.063,85.374,0.054,41.6,0.014,1.547,2.05,46.2,-32.648,0.104,0.016,1.552,51.6,0.015,0.017,0.018,0.018,0.018,-35.398,0.034,0.007,0.739,1.89,5.0E-5,2.9E-5,0.023832664,0.017159516,77.58732,0.076,0.0
50.5,0.018,0.021,0.023,0.023,0.023,-19.128,0.078,85.422,0.056,86.602,0.057,87.507,0.06,86.764,0.057,41.4,0.013,1.495,2.0,46.1,-32.416,0.124,0.019,1.827,51.9,0.014,0.016,0.017,0.017,0.017,-35.326,0.105,0.007,0.78,1.82,4.7E-5,2.5E-5,0.02192605,0.016206212,78.85054,0.066,0.0
50.7,0.018,0.022,0.024,0.024,0.024,-19.017,0.08,88.678,0.056,88.516,0.057,88.068,0.062,88.297,0.06,41.5,0.01,1.092,2.03,46.1,-32.339,0.132,0.018,1.765,52.1,0.014,0.017,0.018,0.018,0.018,-34.97,0.111,0.009,1.043,1.86,4.8E-5,2.8E-5,0.022401817,0.016801361,76.92897,0.038,0.0
51.0,0.017,0.022,0.025,0.025,0.025,-19.028,0.08,88.154,0.06,86.174,0.057,85.936,0.055,84.803,0.056,41.3,0.012,1.364,2.04,46.0,-32.334,0.122,0.016,1.558,52.5,0.014,0.017,0.019,0.019,0.019,-34.603,0.089,0.006,0.706,1.87,5.2E-5,2.7E-5,0.023335226,0.017734772,73.88482,0.059,0.0
50.8,0.017,0.02,0.022,0.022,0.022,-18.868,0.07,83.918,0.046,84.993,0.047,82.69,0.049,83.851,0.048,41.1,0.008,0.97,1.97,45.7,-32.164,0.125,0.016,1.576,52.5,0.014,0.016,0.017,0.017,0.017,-34.248,0.072,0.006,0.695,1.89,4.1E-5,2.6E-5,0.012431935,0.009606496,26.775673,0.042,0.0
50.8,0.017,0.02,0.021,0.021,0.021,-18.898,0.071,84.575,0.052,83.451,0.058,84.632,0.052,83.975,0.049,40.9,0.012,1.359,2.02,45.8,-32.051,0.151,0.018,1.728,52.2,0.014,0.016,0.017,0.017,0.017,-34.11,0.072,0.01,1.092,1.87,4.4E-5,2.6E-5,0.011866848,0.009606496,26.81527,0.052,0.0
50.0,0.018,0.022,0.024,0.025,0.025,-18.7,0.139,83.061,0.049,82.509,0.051,82.813,0.042,84.327,0.047,40.5,0.012,1.365,1.96,45.8,-31.809,0.123,0.019,1.845,51.3,0.014,0.017,0.018,0.018,0.018,-34.439,0.127,0.012,1.254,1.88,4.7E-5,3.1E-5,0.022994462,0.016556012,71.34001,0.07,0.0
50.3,0.017,0.02,0.021,0.021,0.021,-18.713,0.096,87.259,0.047,87.897,0.042,90.229,0.049,89.315,0.055,40.9,0.013,1.472,1.99,46.2,-31.684,0.147,0.022,2.08,51.1,0.014,0.016,0.017,0.018,0.018,-34.634,0.031,0.007,0.78,1.83,4.6E-5,2.8E-5,0.019315349,0.016556012,75.55982,0.072,0.0
50.8,0.018,0.02,0.022,0.022,0.022,-18.674,0.076,91.838,0.059,91.438,0.058,91.276,0.061,91.562,0.061,41.5,0.009,1.056,2.02,46.5,-31.751,0.128,0.018,1.786,51.5,0.015,0.016,0.018,0.018,0.018,-34.462,0.116,0.01,1.139,1.86,5.1E-5,2.9E-5,0.021198275,0.017344043,85.01018,0.039,0.0
50.7,0.016,0.021,0.024,0.024,0.024,-18.593,0.061,90.62,0.057,87.821,0.062,88.601,0.068,86.878,0.064,41.1,0.008,0.904,1.92,46.0,-31.666,0.12,0.016,1.569,52.2,0.014,0.016,0.018,0.018,0.018,-33.95,0.137,0.008,0.854,1.86,3.8E-5,2.6E-5,0.02312539,0.017344043,80.66135,0.033,0.0
50.4,0.018,0.022,0.025,0.025,0.025,-18.536,0.08,85.593,0.064,83.937,0.058,81.224,0.056,79.691,0.07,40.2,0.011,1.296,1.97,44.9,-31.457,0.207,0.022,2.051,52.3,0.015,0.018,0.02,0.02,0.02,-33.536,0.115,0.007,0.798,1.92,4.8E-5,3.1E-5,0.014909613,0.011927689,28.344055,0.064,0.0
50.0,0.02,0.024,0.025,0.026,0.026,-18.392,0.093,81.452,0.056,82.023,0.058,81.909,0.059,82.852,0.05,40.0,0.01,1.112,1.99,44.9,-31.219,0.151,0.021,2.0,51.8,0.015,0.018,0.02,0.02,0.02,-33.61,0.034,0.01,1.041,1.88,6.0E-5,2.9E-5,0.015505997,0.011927689,29.46834,0.039,0.0
50.5,0.018,0.021,0.022,0.023,0.023,-18.362,0.108,86.659,0.059,88.344,0.053,91.267,0.071,91.096,0.058,40.7,0.016,1.799,1.94,45.5,-31.119,0.166,0.018,1.742,51.3,0.014,0.016,0.017,0.017,0.017,-33.726,0.086,0.007,0.781,1.84,4.6E-5,2.9E-5,0.020177776,0.014914009,70.11166,0.076,0.0
50.3,0.019,0.022,0.024,0.025,0.025,-18.272,0.065,92.381,0.063,91.533,0.061,92.438,0.057,89.525,0.058,40.7,0.015,1.727,1.97,46.0,-31.145,0.158,0.015,1.439,51.5,0.014,0.016,0.017,0.017,0.017,-33.528,0.11,0.01,1.085,1.83,5.5E-5,2.7E-5,0.021932365,0.014914009,68.90254,0.061,0.0
50.0,0.02,0.024,0.028,0.028,0.028,-18.192,0.079,88.982,0.062,88.087,0.055,85.412,0.044,84.251,0.041,40.0,0.011,1.284,1.91,45.4,-31.063,0.178,0.022,2.056,52.1,0.014,0.016,0.018,0.018,0.018,-33.227,0.108,0.007,0.808,1.84,5.7E-5,2.7E-5,0.027571188,0.017724335,81.6902,0.052,0.0
50.0,0.02,0.023,0.027,0.027,0.027,-18.075,0.071,83.613,0.043,83.88,0.042,86.326,0.032,87.745,0.042,39.9,0.014,1.547,1.89,45.6,-31.104,0.137,0.018,1.73,52.2,0.015,0.017,0.02,0.02,0.02,-33.099,0.035,0.007,0.719,1.88,6.5E-5,3.0E-5,0.026586503,0.019693706,85.078,0.056,0.0
50.2,0.023,0.027,0.029,0.03,0.03,-18.105,0.079,87.459,0.02,88.03,0.033,90.839,0.04,90.505,0.035,40.0,0.015,1.663,1.96,45.4,-30.855,0.164,0.019,1.831,51.7,0.015,0.017,0.019,0.019,0.019,-32.988,0.046,0.008,0.871,1.95,1.02E-4,3.3E-5,0.01967043,0.012457939,38.90969,0.059,0.0
50.2,0.025,0.03,0.032,0.033,0.033,-18.069,0.101,89.353,0.029,88.363,0.044,90.115,0.038,88.335,0.043,40.0,0.015,1.685,2.1,45.1,-30.783,0.141,0.017,1.613,51.7,0.015,0.018,0.02,0.02,0.02,-32.912,0.044,0.007,0.774,1.88,1.23E-4,3.0E-5,0.021637473,0.01311362,37.976772,0.071,0.0
50.2,0.025,0.028,0.031,0.032,0.032,-17.957,0.103,87.545,0.047,86.469,0.038,87.354,0.046,89.115,0.038,39.9,0.016,1.861,2.13,45.2,-30.771,0.086,0.019,1.823,51.6,0.014,0.016,0.019,0.019,0.019,-32.933,0.037,0.007,0.772,1.89,1.49E-4,3.1E-5,0.026434623,0.015695557,60.813087,0.076,0.0
50.3,0.02,0.024,0.026,0.026,0.026,-17.935,0.077,88.24,0.043,88.62,0.044,90.163,0.046,89.944,0.05,40.0,0.015,1.665,1.74,45.3,-30.697,0.125,0.017,1.583,51.5,0.014,0.017,0.018,0.018,0.018,-32.859,0.058,0.009,1.022,1.83,6.1E-5,2.8E-5,0.021478131,0.014869474,61.378807,0.06,0.0
50.0,0.021,0.023,0.026,0.026,0.026,-17.86,0.068,90.22,0.049,90.981,0.048,89.353,0.046,89.353,0.052,39.8,0.019,2.079,1.71,45.2,-30.486,0.105,0.02,1.873,51.3,0.015,0.016,0.018,0.018,0.018,-32.774,0.055,0.007,0.748,1.83,4.9E-5,3.0E-5,0.02591663,0.017942281,88.78089,0.077,0.0
49.7,0.021,0.025,0.027,0.027,0.027,-17.734,0.084,88.382,0.05,89.582,0.048,88.906,0.052,89.591,0.059,39.5,0.016,1.735,1.86,45.1,-30.399,0.139,0.016,1.483,51.4,0.014,0.017,0.019,0.019,0.019,-32.623,0.056,0.007,0.778,1.85,7.2E-5,3.0E-5,0.026913425,0.018939076,89.01737,0.064,0.0
50.0,0.024,0.027,0.029,0.029,0.029,-17.713,0.069,90.134,0.051,89.496,0.065,91.61,0.06,89.363,0.045,39.6,0.013,1.504,2.05,45.1,-30.397,0.111,0.017,1.601,51.3,0.014,0.016,0.017,0.017,0.017,-32.43,0.054,0.006,0.669,1.87,1.12E-4,3.0E-5,0.020948768,0.012280312,46.631424,0.057,0.0
50.2,0.019,0.023,0.027,0.027,0.027,-17.662,0.077,88.554,0.047,88.316,0.06,88.23,0.054,87.002,0.064,39.4,0.015,1.702,1.97,44.9,-30.208,0.14,0.022,2.066,51.5,0.015,0.018,0.02,0.02,0.02,-32.258,0.093,0.007,0.797,1.87,5.4E-5,3.1E-5,0.019504026,0.0144474255,45.399406,0.074,0.0
49.5,0.018,0.022,0.025,0.026,0.026,-17.505,0.061,85.717,0.06,85.355,0.059,86.26,0.069,86.355,0.057,38.9,0.01,1.156,1.93,44.7,-29.944,0.145,0.021,1.949,51.4,0.014,0.016,0.018,0.018,0.018,-32.108,0.109,0.007,0.796,1.89,4.9E-5,2.9E-5,0.0199377,0.013803022,50.779785,0.051,0.0
49.5,0.019,0.023,0.025,0.025,0.025,-17.44,0.091,87.526,0.077,89.42,0.07,90.467,0.069,90.163,0.072,39.1,0.012,1.34,1.93,45.1,-29.866,0.162,0.021,1.968,51.0,0.015,0.017,0.018,0.018,0.018,-32.117,0.089,0.011,1.159,1.89,5.2E-5,3.2E-5,0.019170864,0.013803022,53.019024,0.054,0.0
49.5,0.02,0.023,0.025,0.026,0.026,-17.324,0.086,89.134,0.057,90.191,0.069,92.781,0.066,90.534,0.065,39.3,0.016,1.777,1.97,45.4,-29.72,0.096,0.02,1.887,51.1,0.014,0.017,0.019,0.019,0.019,-31.987,0.146,0.009,0.983,1.85,5.8E-5,3.0E-5,0.02599714,0.01899791,90.51408,0.074,0.0
49.7,0.018,0.021,0.024,0.024,0.024,-17.279,0.08,93.161,0.076,90.762,0.063,89.258,0.067,85.422,0.069,39.0,0.011,1.207,1.96,44.9,-29.697,0.201,0.026,2.476,51.1,0.014,0.017,0.019,0.019,0.019,-31.606,0.112,0.007,0.754,1.86,4.7E-5,2.8E-5,0.023997359,0.01899791,85.403206,0.046,0.0
49.9,0.018,0.022,0.025,0.025,0.025,-17.242,0.098,86.364,0.062,86.926,0.081,86.926,0.074,87.916,0.067,38.9,0.011,1.201,2.0,44.6,-29.327,0.149,0.023,2.188,51.0,0.014,0.017,0.018,0.019,0.019,-31.406,0.033,0.008,0.846,1.85,5.4E-5,3.0E-5,0.019653432,0.014936607,54.333122,0.048,0.0
49.5,0.018,0.022,0.024,0.024,0.024,-17.138,0.124,87.164,0.066,90.439,0.074,90.315,0.083,91.771,0.076,38.7,0.011,1.215,2.05,44.6,-29.119,0.132,0.023,2.18,50.8,0.014,0.017,0.019,0.019,0.019,-31.382,0.055,0.009,0.931,1.86,6.3E-5,3.3E-5,0.018867293,0.014936607,56.71556,0.046,0.0
