@RELATION observations-time_17_05_17_00_42
@ATTRIBUTE Attribute 0 NUMERIC
@ATTRIBUTE Attribute 1 NUMERIC
@ATTRIBUTE Attribute 2 NUMERIC
@ATTRIBUTE Attribute 3 NUMERIC
@ATTRIBUTE Attribute 4 NUMERIC
@ATTRIBUTE Attribute 5 NUMERIC
@ATTRIBUTE Attribute 6 NUMERIC
@ATTRIBUTE Attribute 7 NUMERIC
@ATTRIBUTE Attribute 8 NUMERIC
@ATTRIBUTE Attribute 9 NUMERIC
@ATTRIBUTE Attribute 10 NUMERIC
@ATTRIBUTE Attribute 11 NUMERIC
@ATTRIBUTE Attribute 12 NUMERIC
@ATTRIBUTE Attribute 13 NUMERIC
@ATTRIBUTE Attribute 14 NUMERIC
@ATTRIBUTE Attribute 15 NUMERIC
@ATTRIBUTE Attribute 16 NUMERIC
@ATTRIBUTE Attribute 17 NUMERIC
@ATTRIBUTE Attribute 18 NUMERIC
@ATTRIBUTE Attribute 19 NUMERIC
@ATTRIBUTE Attribute 20 NUMERIC
@ATTRIBUTE Attribute 21 NUMERIC
@ATTRIBUTE Attribute 22 NUMERIC
@ATTRIBUTE Attribute 23 NUMERIC
@ATTRIBUTE Attribute 24 NUMERIC
@ATTRIBUTE Attribute 25 NUMERIC
@ATTRIBUTE Attribute 26 NUMERIC
@ATTRIBUTE Attribute 27 NUMERIC
@ATTRIBUTE Attribute 28 NUMERIC
@ATTRIBUTE Attribute 29 NUMERIC
@ATTRIBUTE Attribute 30 NUMERIC
@ATTRIBUTE Attribute 31 NUMERIC
@ATTRIBUTE Attribute 32 NUMERIC
@ATTRIBUTE Attribute 33 NUMERIC
@ATTRIBUTE Attribute 34 NUMERIC
@ATTRIBUTE Attribute 35 NUMERIC
@ATTRIBUTE Attribute 36 NUMERIC
@ATTRIBUTE Attribute 37 NUMERIC
@ATTRIBUTE Attribute 38 NUMERIC
@ATTRIBUTE Attribute 39 NUMERIC
@ATTRIBUTE Attribute 40 NUMERIC
@ATTRIBUTE Attribute 41 NUMERIC
@ATTRIBUTE Attribute 42 NUMERIC
@ATTRIBUTE Attribute 43 NUMERIC
@ATTRIBUTE Attribute 44 NUMERIC
@ATTRIBUTE Attribute 45 NUMERIC
@ATTRIBUTE Attribute 46 NUMERIC
@ATTRIBUTE Attribute 47 NUMERIC
@ATTRIBUTE Attribute 48 NUMERIC
@ATTRIBUTE Attribute 49 NUMERIC
@ATTRIBUTE Attribute 50 NUMERIC
@ATTRIBUTE Attribute 51 NUMERIC
@ATTRIBUTE Attribute 52 NUMERIC
@ATTRIBUTE Attribute 53 NUMERIC
@ATTRIBUTE Attribute 54 NUMERIC
@ATTRIBUTE Attribute 55 NUMERIC
@ATTRIBUTE Attribute 56 NUMERIC
@ATTRIBUTE Attribute 57 NUMERIC
@ATTRIBUTE Attribute 58 NUMERIC
@ATTRIBUTE class        {1.0,2.0,3.0}
@DATA
317.0,-0.2813024,-0.29592514,-0.3203691,-0.06675951,1.350232,-0.07124969,-0.09708741,-0.12325867,2.3612626,2.3009686,1.9276685,1.9104987,2.2551458,2.24842,2.1737309,2.554166,2.5487244,2.5026515,2.2692075,2.259304,2.2278872,2.2974622,2.283333,2.2534995,0.93786895,1.0576934,-1.6166196,0.5524891,0.2803626,0.8779242,0.95423317,0.859144,0.91146463,0.39253324,0.34199715,0.30607736,0.37748274,-0.1734692,0.39855567,0.69603705,-0.74794984,-0.7745068,-0.6613708,2.201867,1.8280193,2.4650877,2.3657944,2.3538218,-0.46863633,-0.44200775,-0.48934674,-0.47609988,1.9015083,1.7154917,-0.43485194,-0.67656434,-0.72197723,-0.6045565,3.0
318.0,-0.2606353,4.2807565,-0.30739206,-0.06588866,-0.4098942,-0.07574391,-0.09717112,-0.13175972,-0.6857785,-0.7312004,-0.5708271,-0.60095817,-0.54642665,-0.5701596,-0.5878711,-0.52055275,-0.53893924,-0.5606011,-0.51719487,-0.5358626,-0.54982483,-0.510017,-0.52230805,-0.54292965,1.0119911,0.48549882,-1.7329956,1.909996,0.13820022,0.68047863,0.72912973,0.63670856,0.64207655,0.39253324,0.5960563,0.55992144,0.6338599,0.081533715,0.41008836,0.69603705,-0.734178,-0.7331688,-0.62976813,-0.68215024,-0.6103103,0.21893202,0.21523197,0.16258895,-0.68776906,-0.69198465,-0.5925113,-0.57912445,-0.50597775,-0.48653597,-0.67103165,-0.6606746,-0.6833637,-0.58653456,3.0
319.0,-0.1618924,0.5246582,-0.19578955,-0.07061618,-0.43783268,-0.08455949,-0.099138364,-0.1376295,-0.66753274,-0.68382275,-0.5917643,-0.61455816,-0.5796305,-0.5916345,-0.6317932,-0.555912,-0.5667381,-0.6037166,-0.550766,-0.5566862,-0.59140736,-0.53983825,-0.54047763,-0.57896465,1.0583175,-0.08669581,-1.7695273,1.8638674,0.102188565,0.2855874,0.17887859,0.26598355,0.18950458,0.39253324,0.85011536,0.81376547,0.890237,0.33653665,0.42162105,0.69603705,-0.6061119,-0.57970685,-0.5452472,-0.6936863,-0.651329,-0.72411054,-0.67029375,-0.7886441,-0.45339143,-0.38257736,-0.50498074,-0.49534893,-0.5276668,-0.5232364,-0.60226685,-0.56533617,-0.57395875,-0.520454,3.0
320.0,-0.17796682,0.28528684,-0.088080145,-0.06962091,-0.4098942,-0.07574391,-0.099682495,-0.13742709,-0.5945498,-0.57722306,-0.5603586,-0.5601584,-0.5588781,-0.5621065,-0.6153224,-0.5420758,-0.5448961,-0.59139794,-0.5395756,-0.53906626,-0.5814275,-0.5278527,-0.5241434,-0.57248217,1.0861133,-0.6180194,-1.7806311,1.8409857,0.07478955,-0.16853733,-0.4213966,-0.22831653,-0.28461853,0.39253324,1.1041744,1.0676095,1.1466141,0.59153956,0.43315378,0.69603705,-0.36080864,-0.09398497,-0.43357205,-0.60139775,-0.614868,-0.7926954,-0.8148694,-0.8226168,-0.4740404,-0.44298142,-0.5109256,-0.49653068,-0.50597775,-0.48653597,-0.57300794,-0.36671448,-0.18782373,-0.4243368,3.0
321.0,0.014352167,0.19028501,0.02546894,-0.06302726,-0.1863861,-0.07712675,-0.09754783,-0.12933084,-0.42121506,-0.32849047,-0.39286166,-0.4060256,-0.39078376,-0.40104482,-0.45061454,-0.3745036,-0.38803092,-0.42509532,-0.36674654,-0.38369024,-0.41177085,-0.32566738,-0.34226397,-0.3713345,-2.1659977,-1.108472,-1.8812418,1.7262119,-0.02151056,-0.6424063,-0.62148803,-0.57432604,-0.5971086,0.39253324,1.3582335,1.3214537,1.402991,0.8465425,0.4446865,0.69603705,0.32119066,0.1687116,0.002192696,-0.45142883,-0.45535108,0.27037066,0.30559164,0.3834107,-0.5632748,-0.36243153,-0.5778297,-0.36122724,-0.15895273,-0.08283089,-0.44060546,0.21326081,0.043857295,-0.09393397,3.0
322.0,11.253243,0.4591111,0.07543055,-0.056682434,-0.38195568,-0.06831116,-0.09373891,-0.09795792,-0.10191433,-0.008691416,-0.37192455,-0.33349258,-0.44474,-0.41715097,-0.55767465,-0.45598367,-0.43568614,-0.5462293,-0.46994662,-0.44616097,-0.5448349,-0.44866225,-0.42044827,-0.53396857,-2.1289368,-1.5171824,1.5076543,1.6016405,-0.17664582,-1.1952546,-1.2967974,-1.0439113,-1.4052727,0.39253324,1.4683257,1.4314528,1.5482714,0.9910441,0.4512217,0.69603705,1.9519154,0.94935584,0.49893853,-0.43989277,-0.5328307,-1.2042049,-0.99558896,-1.2642608,-0.1482269,-0.5807458,-0.74353004,-0.35413706,-0.37584335,-0.19293225,-0.0506336,1.9770213,0.8611766,0.50679845,2.0
323.0,0.4661582,0.18157305,0.8456177,0.5423441,-0.43783268,0.022264624,0.49408847,0.14614367,-0.74051577,-0.80226684,-0.63363844,-0.6689579,-0.5858562,-0.63189995,-0.64277375,-0.5620614,-0.5965226,-0.6119291,-0.55573946,-0.58231527,-0.5980605,-0.5412651,-0.5685579,-0.5837312,-0.13579099,-1.301792,1.5308787,1.2857996,1.4671313,-2.0146534,-2.3622847,-2.2079878,-2.0604246,0.9416944,-1.5692822,-1.5852429,-1.5398817,-1.561616,0.8500864,0.69603705,2.6533365,2.5878756,2.597041,-0.78597486,-0.651329,-1.444252,-1.338956,-1.5020689,1.364953,1.5667388,1.5390934,1.6170448,-0.54935586,-0.5599368,1.6100047,2.9065707,2.8433366,2.7114863,2.0
324.0,0.69579285,0.8826781,0.68989325,0.38061318,-0.43783268,0.10004918,-0.055900984,6.7466016,0.536687,-0.32849047,0.41321716,-0.3516258,0.22348684,-0.3903074,0.26311952,0.08362949,-0.39795908,0.0861312,0.053514007,-0.42213377,0.017360678,-0.056134507,-0.44008607,-0.030813422,-0.16154845,-0.89471644,1.7258279,1.4872319,1.4902776,-0.57527477,-0.77405804,-0.9104502,-0.82878226,0.9416944,-1.4413282,-1.4811838,-1.43428,-1.4559696,0.8637508,0.69603705,2.675701,2.384519,2.7481036,0.3676321,0.30577236,-0.48406342,-0.6522218,-0.27905485,2.467455,2.6341352,2.450527,2.2647972,1.6195505,-0.5599368,2.7617896,2.7476733,2.4572015,2.8316329,2.0
325.0,-0.079223946,5.064418,0.9494339,-0.10457968,-0.43783268,-0.13503303,-0.11073251,-0.17568181,-0.46682942,-0.32849047,-0.49405774,-0.44229212,-0.50284666,-0.4439946,-0.3682606,-0.5005671,-0.45752814,-0.36555487,-0.5184382,-0.45417005,-0.38183144,-0.49845946,-0.44008607,-0.43120214,-0.22584948,-0.4381868,0.96806866,1.5992062,0.8524037,0.021010263,0.27642307,0.409331,0.23260643,0.9416944,-1.18542,-1.2210358,-1.2758745,-1.2314734,0.8774151,0.69603705,0.6370009,1.3310659,1.4932643,-0.32453206,-0.33229518,-0.38118616,-0.5618621,-0.66974,2.0664847,1.97335,1.887573,1.8524497,-0.54935586,-0.5599368,1.5564755,0.36421338,1.1057287,1.2096553,2.0
326.0,-0.21126384,0.06541364,-0.101706035,-0.023714205,-0.43783268,-0.05724847,-0.11073251,-0.06840665,-0.5580582,-0.44693455,-0.5289529,-0.30629265,-0.50284666,-0.30977654,-0.25845537,-0.4851935,-0.31853366,-0.28343013,-0.49357074,-0.34204304,-0.31529942,-0.4841909,-0.31161427,-0.259607,-0.2643929,0.067796685,0.123853564,1.4428072,1.1834522,0.25004712,0.2213976,0.17700936,0.30157012,0.9416944,-0.929512,-0.96088666,-1.0778702,-1.2050623,0.8910796,0.69603705,0.684084,1.7977858,1.8778716,-0.32453206,-0.28671893,-0.2954547,0.19716004,-0.26206857,0.8388877,0.75318056,0.7619939,0.79235023,-0.54935586,-0.5599368,0.8868164,0.36421338,1.363152,1.4499484,2.0
327.0,-0.25719076,-0.12956826,-0.15361418,-0.10457968,-0.43783268,-0.05724847,-0.11073251,-0.12103219,-0.649287,-0.44693455,-0.5289529,-0.3516258,-0.48209426,-0.33662018,-0.23100406,-0.4851935,-0.33839002,-0.24236777,-0.49357074,-0.37407932,-0.2820334,-0.4841909,-0.421733,-0.37400377,-0.2516069,0.6481656,-0.3092728,0.92796844,0.8050342,0.71206987,0.6991163,0.69849604,0.729358,0.9416944,-0.67360395,-0.7137454,-0.8270636,-1.1126223,0.904744,0.69603705,-0.17400628,0.46096706,1.0910485,-0.32453206,-0.2411427,0.3389555,-0.21849489,0.3834107,0.1873941,0.19413225,0.2259725,0.20368242,-0.54935586,-0.5599368,0.1100991,-0.35082474,0.07603528,0.7290694,3.0
328.0,-0.21126384,-0.24987625,-0.15361418,-0.023714205,-0.43783268,-0.05724847,-0.11073251,-0.12103219,-0.649287,-0.68382275,-0.5289529,-0.48762527,-0.50284666,-0.47083825,-0.47806588,-0.5005671,-0.4972409,-0.5092732,-0.5184382,-0.5022245,-0.49826252,-0.49845946,-0.4767923,-0.48840052,-0.09724742,1.154149,-0.5474499,0.659595,0.5213552,0.980596,0.939226,0.9901332,0.9858156,0.9416944,-0.417696,-0.4535962,-0.5762571,-0.86171365,0.904744,0.69603705,-0.49770293,-0.41024315,-0.3139267,-0.5552535,-0.5146002,-0.20972365,-0.20042296,-0.27905485,-0.088148095,-0.11107797,-0.06897064,-0.06157579,-0.54935586,-0.5599368,-0.050852105,-0.5097221,-0.50316733,-0.41232216,3.0
329.0,-0.3031177,-0.32455015,-0.30933863,-0.10457968,-0.43783268,-0.13503303,-0.11073251,-0.12103219,-0.74051577,-0.80226684,-0.5987433,-0.5782916,-0.5651038,-0.5513691,-0.5604198,-0.53131425,-0.53695357,-0.5503355,-0.530872,-0.5342608,-0.5481615,-0.52699655,-0.53185165,-0.52653277,0.40437463,1.4255328,-0.7423992,0.4137382,0.2850457,1.0181111,1.014261,1.0099057,1.0364606,0.9416944,-0.17458399,-0.20645493,-0.31224993,-0.6108049,0.91840833,0.69603705,-0.6142337,-0.55248153,-0.4316258,-0.6706142,-0.5601765,-0.26116228,-0.2727107,-0.38097298,-0.31365225,-0.33973372,-0.3100489,-0.32652298,-0.54935586,-0.5599368,-0.26496834,-0.58917075,-0.6318791,-0.4723954,3.0
330.0,-0.3031177,-0.32455015,-0.36124676,-0.10457968,-0.43783268,-0.13503303,-0.11073251,-0.12103219,2.0875762,2.0403914,2.3324525,2.3230307,2.070449,2.0524614,1.9925523,2.143691,2.1237984,2.077656,2.142383,2.1407697,2.0964866,1.8558508,1.8540536,1.8186011,0.8160307,1.4010103,-0.7423992,0.4137382,0.30873054,1.0181111,1.014261,0.93081766,1.0030564,0.9416944,0.08132403,0.053692818,-0.061443392,-0.3466913,0.9320728,0.69603705,-0.7295874,-0.75472677,-0.631807,1.9826819,2.219975,2.413649,2.3477225,2.2858768,-0.2886333,-0.2890333,-0.3100489,-0.23820724,1.6195505,-0.5599368,-0.1848568,-0.66861945,-0.6962349,-0.5925419,3.0
331.0,-0.3031177,-0.32455015,-0.36124676,-0.10457968,2.3560183,-0.13503303,-0.11073251,-0.17568181,1.7226609,1.6850594,1.7043391,1.6883664,1.6761539,1.6766509,1.6082337,2.0207024,2.0046604,1.9544688,1.9683106,1.9645702,1.9301564,1.9842676,1.9825253,1.952064,0.9446327,0.99352586,-0.82885486,0.32428044,0.21399143,0.86607796,0.88420147,0.85420084,0.88344806,0.9416944,0.33723217,0.30083412,0.2025638,-0.09578255,0.94573706,0.69603705,-0.753129,-0.81584483,-0.7161426,1.6365998,1.6274836,1.7277999,1.6429161,1.640397,-0.36369014,-0.36525193,-0.39051783,-0.3557542,3.788457,3.1101089,-0.3184974,-0.66861945,-0.76059073,-0.65261513,3.0
332.0,-0.25719076,1.9778956,-0.36124676,-0.10457968,-0.43783268,-0.13503303,-0.11073251,-0.17568181,-0.74051577,-0.80226684,-0.5987433,-0.62362474,-0.5651038,-0.5782127,-0.6153224,-0.53131425,-0.53695357,-0.5708667,-0.5184382,-0.5342608,-0.56479454,-0.52699655,-0.53185165,-0.5646651,1.0089338,0.40130442,-0.8941205,0.9730016,0.11979064,0.59557694,0.62658286,0.5452633,0.57526803,0.9416944,0.5931388,0.56098336,0.45337033,0.15512611,0.95940155,0.69603705,-0.753129,-0.75472677,-0.6660973,-0.6706142,-0.651329,0.20178582,0.08872843,0.09464342,-0.41372806,-0.46698862,-0.41745025,-0.38529643,-0.54935586,-0.5599368,-0.42591965,-0.66861945,-0.6962349,-0.5925419,3.0
333.0,-0.1653369,0.10275056,-0.20552233,-0.10457968,-0.43783268,-0.13503303,-0.11073251,-0.17568181,-0.649287,-0.68382275,-0.5987433,-0.62362474,-0.5858562,-0.5782127,-0.64277375,-0.5620614,-0.55680996,-0.6119291,-0.55573946,-0.5502789,-0.5980605,-0.5412651,-0.5502048,-0.5837312,1.0603559,-0.17865567,-0.9153107,0.95048505,0.09610584,0.13552907,0.14636344,0.15723786,0.112998486,0.9416944,0.8490468,0.8081245,0.7173776,0.41923982,0.973066,0.69603705,-0.56715053,-0.6135996,-0.56508,-0.6706142,-0.651329,-0.65552574,-0.7425815,-0.8226168,-0.2886333,-0.26351508,-0.3100489,-0.32652298,-0.54935586,-0.5599368,-0.37202635,-0.5097221,-0.5675232,-0.5324687,3.0
334.0,-0.1653369,0.06541364,-0.101706035,-0.10457968,-0.43783268,-0.13503303,-0.11073251,-0.17568181,-0.5580582,-0.56537867,-0.5638481,-0.53295845,-0.5651038,-0.5513691,-0.6153224,-0.53131425,-0.53695357,-0.59139794,-0.530872,-0.5342608,-0.5814275,-0.5412651,-0.53185165,-0.5646651,1.0861133,-0.7095705,-0.98057634,0.8835438,0.048736334,-0.3442638,-0.5164404,-0.30987552,-0.40099394,0.9416944,1.1049548,1.0682739,0.9681841,0.67014843,0.973066,0.69603705,-0.19637078,-0.025754955,-0.38158053,-0.5552535,-0.60575277,-0.7926954,-0.72450954,-0.87357575,-0.36369014,-0.2890333,-0.36358538,-0.3557542,-0.54935586,-0.5599368,-0.37202635,-0.27137607,-0.117032304,-0.41232216,3.0
335.0,0.012629895,0.023928119,0.0021102638,-0.10457968,-0.43783268,-0.13503303,-0.11073251,-0.17568181,-0.2843719,-0.21004635,-0.38937214,-0.39695898,-0.4198371,-0.4439946,-0.5055171,-0.42369914,-0.43767178,-0.5092732,-0.41896826,-0.43815193,-0.48162946,-0.42711675,-0.40337986,-0.4693344,-2.168036,-1.1783614,-1.1322976,0.6821116,-0.14020355,-0.8240566,-0.77405804,-0.6781295,-0.8621863,0.9416944,1.3608631,1.3154149,1.2189907,0.9210572,0.9867303,0.69603705,0.47574115,0.23760833,-0.029409943,-0.43989277,-0.5146002,-0.32974753,-0.20042296,-0.31302783,-0.4640995,-0.23799703,-0.52452326,-0.44438082,-0.54935586,-0.5599368,-0.3184974,0.36421338,0.14039107,-0.11195593,2.0
336.0,5.632937,0.18157305,-0.049797874,-0.10457968,-0.43783268,-0.05724847,-0.11073251,-0.12103219,-0.10191433,-0.09160227,-0.35447696,-0.3516258,-0.4198371,-0.4439946,-0.47806588,-0.4390727,-0.45752814,-0.488742,-0.4562695,-0.45417005,-0.49826252,-0.45565382,-0.44008607,-0.52653277,-2.1294925,-1.5858458,0.51290447,0.57013726,-0.28231218,-1.5546055,-1.5694222,-1.2589316,-1.495787,0.9416944,1.4504302,1.4064661,1.337793,1.0399083,1.0003947,0.69603705,1.610445,1.027698,0.85657704,-0.09381067,-0.37787145,-1.3070823,-1.0859487,-1.3322059,-0.3386712,-0.5432073,-0.6049921,-0.32652298,-0.54935586,-0.5599368,-0.3184974,1.5559435,0.977017,0.90928924,2.0
337.0,0.02927843,0.07619984,0.12863638,-0.011522177,-0.10257054,0.0051520267,1.0596902,0.30300826,0.07142028,-0.80226684,-0.057867847,-0.6689579,-0.09817515,-0.63189995,0.04076391,-0.18540838,-0.5965226,-0.047321554,-0.24986935,-0.58231527,-0.13067305,-0.27900922,-0.5685579,-0.047972947,-0.13690278,-1.2310851,1.4706986,1.294928,1.4620174,-1.6691236,-2.0471408,-2.1560867,-1.8147424,1.50195,-1.559635,-1.5616509,-1.5050373,-1.5293764,1.4134349,0.69603705,2.665225,2.6235464,2.6423597,0.27534354,0.05966058,-0.86128044,-1.338956,-0.43193185,0.93085754,1.0771936,1.262839,1.1251512,-0.20233086,-0.5599368,1.1023273,2.946295,2.6052198,2.7355156,2.0
338.0,1.1556362,0.7831129,1.1311126,0.77212644,-0.13050906,0.20324336,-0.03576819,13.509794,1.0384452,-0.23373513,1.0692469,-0.18842642,0.75267273,-0.23461445,0.17253022,0.5463747,-0.2827922,0.0122189075,0.5011288,-0.32442307,-0.060814433,0.3125648,-0.33033445,-0.07714414,-0.16469862,-0.82237464,1.9196754,1.5801584,1.6404607,-0.52393925,-0.54645383,-0.8956218,-0.6833127,1.50195,-1.4310529,-1.4657543,-1.4457856,-1.431342,1.4249675,0.69603705,2.586243,2.7972326,2.9356809,0.34456,0.16448596,-0.22686985,-0.43535832,-0.31302783,1.7012744,1.8743666,1.6955644,1.5964273,2.0316427,-0.19293225,1.8061067,2.588776,2.8819501,2.6514132,2.0
339.0,-0.096446544,0.6213195,2.0252304,-0.064271346,-0.2981401,-0.07643533,-0.07691275,-0.10888784,-0.50332093,-0.41140136,-0.4870787,-0.38335904,-0.48209426,-0.36346376,-0.20080763,-0.4851935,-0.38405964,-0.20541166,-0.49232736,-0.40131018,-0.2670637,-0.47891158,-0.37162897,-0.32805437,-0.22029026,-0.3727931,1.4201814,1.2992487,1.3954848,0.06839754,0.47901523,0.1918387,0.17872882,1.50195,-1.1769938,-1.2119101,-1.3859644,-1.2443398,1.4365003,0.69603705,0.97658813,1.8811285,2.0609076,-0.23224352,-0.16366304,-0.31260133,-0.43535832,-0.5168633,1.7742964,1.6509488,1.6852514,1.6793011,-0.44091055,-0.3397341,1.3706826,0.6025594,1.581962,1.6722194,2.0
340.0,-0.22963461,-0.22166608,-0.1575073,-0.07994681,-0.38195568,-0.06882973,-0.09708741,-0.14855942,-0.53981245,-0.57722306,-0.51848435,-0.4377588,-0.4841695,-0.4252041,-0.42041808,-0.4836561,-0.43965742,-0.43946713,-0.49232736,-0.4557719,-0.45834327,-0.4764859,-0.43164366,-0.43253678,-0.25735134,0.15853046,0.7618462,1.0264938,1.0370373,0.32507667,0.20388965,0.31541374,0.40501502,1.50195,-0.9229347,-0.95806617,-1.2476631,-1.2821653,1.448033,0.69603705,0.45584846,1.1903833,0.7807676,-0.48603705,-0.41433248,-0.12399259,-0.055847477,-0.058233153,0.7574593,0.72655445,0.68720704,0.7260822,-0.48428866,-0.48653597,0.8015595,0.14970192,0.70672244,0.41668856,2.0
341.0,-0.1997821,-0.1598527,-0.04720246,-0.016871741,-0.1863861,-0.027863193,-0.08787906,-0.038855378,-0.53981245,-0.24557956,-0.455673,-0.106826775,-0.43436378,-0.054762222,0.15056914,-0.44829684,-0.10408498,0.08818429,-0.46248636,-0.18346341,-0.029211735,-0.45051718,-0.29142582,-0.18315178,-0.22955553,0.73072505,0.03722834,0.16307384,0.22002025,0.7199679,0.72912973,0.7602836,0.77138245,1.50195,-0.66887563,-0.7042221,-0.991286,-1.0271623,1.4595658,0.69603705,0.2657503,1.3665143,2.5242898,0.090766475,0.18271643,0.25322443,0.07065649,0.41738325,-0.2758903,-0.30041575,-0.25204563,-0.27303594,-0.46259964,-0.41313502,-0.40827328,-0.064809516,0.7131581,1.8704611,2.0
342.0,-0.15902197,-0.17727661,-0.052393287,0.029283786,-0.4098942,0.07999806,-0.06996464,-0.010316142,-0.6219184,-0.56537867,-0.47312057,-0.3516258,-0.41776186,-0.35272634,-0.34904468,-0.43292326,-0.38405964,-0.3881392,-0.451296,-0.4045138,-0.41177085,-0.43225342,-0.38410908,-0.39040062,-0.05351532,1.2211776,-0.03091913,0.071546964,0.12937218,0.976647,0.9292221,1.0321492,1.0299952,1.50195,-0.41481662,-0.45037797,-0.73490894,-0.7721594,1.4710984,0.69603705,-0.20743531,-8.54E-5,0.047233466,-0.46296492,-0.3140647,-0.021115331,0.052584562,-0.024260582,-0.33843768,-0.30746678,-0.2814086,-0.2860345,-0.5276668,-0.5232364,-0.31865394,-0.3587696,-0.25861517,-0.19605847,3.0
343.0,-0.2680984,-0.30505198,-0.29960585,-0.050337605,-0.4098942,-0.053618524,-0.092106536,-0.10322047,-0.72227,-0.7312004,-0.5708271,-0.51935846,-0.5339752,-0.49768183,-0.50277203,-0.5220901,-0.49326962,-0.5031138,-0.52216834,-0.4990209,-0.50990564,-0.5152964,-0.49349368,-0.50403476,0.5024011,1.4255328,-0.1023723,-0.010060432,0.038939495,1.0358813,0.9792443,1.0074337,1.0407705,1.50195,-0.16075753,-0.19653392,-0.47853187,-0.5171565,1.4826311,0.69603705,-0.5725651,-0.5009201,-0.36276725,-0.6244699,-0.4918121,-0.24401607,-0.14620715,-0.29604155,-0.39498052,-0.44999892,-0.42244264,-0.41838372,-0.5276668,-0.5232364,-0.34828433,-0.5812259,-0.5610876,-0.43635145,3.0
344.0,-0.27613562,-0.31376395,-0.33853698,-0.06004146,1.182601,-0.0677926,-0.09436676,-0.11576965,2.2791567,2.2180579,2.2591727,2.2504973,2.163835,2.151783,2.0803962,2.4296398,2.4236293,2.3753583,2.1461134,2.1359644,2.1048028,1.2365959,1.2192192,1.1951388,0.8452162,1.3846618,-0.013204208,0.10568692,0.17114356,1.0161363,1.0042562,0.9580034,0.98689294,1.50195,0.09330156,0.05731015,-0.22215477,-0.26215357,1.4941639,0.69603705,-0.809511,-0.87018436,-0.7540472,2.1211147,2.1516106,2.2764795,2.3296504,2.217931,-0.18281974,-0.18662505,-0.2120082,-0.13564904,1.8147521,1.5319893,-0.09879523,-0.7162886,-0.77346194,-0.65862244,3.0
345.0,-0.27785787,-0.30920053,-0.32231566,-0.07422402,2.9706657,-0.08939942,-0.100268476,-0.1416776,1.1752884,1.1165276,1.4914786,1.4798337,1.1199899,1.1102507,1.0509722,1.4841639,1.4784669,1.4370831,1.6786045,1.6714381,1.6390789,1.702892,1.6923625,1.6613055,0.9656648,0.9350803,-0.010491905,0.10982515,0.16016242,0.8581799,0.82917595,0.859144,0.86836237,1.50195,0.3473606,0.31115425,0.034222316,-0.0071506305,1.5056965,0.69603705,-0.73923945,-0.82584596,-0.7435748,1.0713325,1.3996024,1.0076585,0.93810976,0.9269722,-0.23872885,-0.25344217,-0.24390018,-0.1768215,4.17886,4.3579245,-0.18009026,-0.66861945,-0.74128395,-0.65261513,3.0
346.0,-0.24800539,-0.28928748,-0.32296452,-0.07210907,-0.4098942,-0.086460896,-0.09997548,-0.14066558,-0.69490135,-0.74304485,-0.5778062,-0.61909145,-0.5547276,-0.5782127,-0.60434186,-0.534389,-0.550853,-0.5790792,-0.52589846,-0.5406681,-0.5631312,-0.51287067,-0.53001636,-0.5520814,1.0212564,0.32201463,-0.029478185,0.079519086,0.13776952,0.54226726,0.5540504,0.48841894,0.5343213,1.50195,0.60141975,0.5649983,0.2905994,0.24785228,1.5172293,0.69603705,-0.7581904,-0.75617135,-0.69612443,-0.6936863,-0.6285409,0.1846396,-0.019703608,0.06067085,-0.1282118,-0.20358108,-0.22544159,-0.14009584,-0.50597775,-0.48653597,-0.13473253,-0.67656434,-0.6962349,-0.6165712,3.0
347.0,-0.1572997,-0.2652259,-0.20746888,-0.07123822,-0.4098942,-0.08386808,-0.099724345,-0.14188,-0.64016414,-0.6127563,-0.58129567,-0.5782916,-0.57132953,-0.57284397,-0.6317932,-0.5497626,-0.5528387,-0.6037166,-0.54579246,-0.54707533,-0.59140736,-0.53099173,-0.54047763,-0.577058,1.0675828,-0.25018,-0.0390562,0.06649593,0.120705746,0.009164008,0.1288555,0.068263695,0.06019824,1.50195,0.8554788,0.81884235,0.5469765,0.50285524,1.528762,0.69603705,-0.5084143,-0.6119327,-0.55312467,-0.6706142,-0.6467713,-0.5869407,-0.79679745,-0.8396031,-0.107262515,-0.095532015,-0.06568624,-0.104862876,-0.50597775,-0.48653597,-0.116354235,-0.49383235,-0.59326553,-0.5264613,3.0
348.0,-0.13031764,-0.12790884,-0.08029391,-0.07571693,-0.4098942,-0.08818944,-0.09771525,-0.13823672,-0.53068954,-0.43509018,-0.5289529,-0.5057585,-0.5339752,-0.5272098,-0.60434186,-0.5220901,-0.51908284,-0.58318543,-0.5234117,-0.51824266,-0.5747743,-0.5221453,-0.51515037,-0.5667623,1.0861133,-0.7815036,-0.1461088,-0.035072178,0.023059929,-0.504195,-0.596477,-0.37660617,-0.5109043,1.50195,1.1095378,1.0726864,0.8033536,0.7578581,1.5402948,0.69603705,-0.0073319105,0.04980912,-0.32393578,-0.5552535,-0.5966375,-0.77554923,-0.6160779,-0.890562,-0.23746116,-0.12524715,-0.18136437,-0.20729674,-0.48428866,-0.41313502,-0.1697012,-0.08069928,-0.052676477,-0.35224894,3.0
